pathNames,totalpDis,totalpDisNorm,ppDis,ppDis.fdr
PPAR signaling pathway,87.7084894967273,5.219785389799382,3.333222225925803e-5,6.13868426608002e-4
Viral protein interaction with cytokine and cytokine receptor,136.72618726069672,5.084111205543096,3.333222225925803e-5,6.13868426608002e-4
Cell cycle,155.16472423471689,4.897098993377938,3.333222225925803e-5,6.13868426608002e-4
ECM-receptor interaction,121.12310967581631,6.216769758975842,3.333222225925803e-5,6.13868426608002e-4
Complement and coagulation cascades,147.82618057853898,8.792497543080437,3.333222225925803e-5,6.13868426608002e-4
Bile secretion,134.80110489401181,9.130266673018022,3.333222225925803e-5,6.13868426608002e-4
Mineral absorption,97.48054060494405,9.600505801547342,3.333222225925803e-5,6.13868426608002e-4
Amyotrophic lateral sclerosis,174.38999689309995,-4.819272650147947,3.333222225925803e-5,6.13868426608002e-4
Huntington disease,135.71227207816943,-5.044991183217545,3.333222225925803e-5,6.13868426608002e-4
Malaria,68.51119606306973,5.672034160012857,3.333222225925803e-5,6.13868426608002e-4
Staphylococcus aureus infection,98.47276402933807,5.40353332504598,3.333222225925803e-5,6.13868426608002e-4
Herpes simplex virus 1 infection,223.5893874229328,-6.055581356091253,3.333222225925803e-5,6.13868426608002e-4
Endocytosis,104.78957314184338,-4.94260192453249,6.666444451851606e-5,0.001133295556814773
RNA transport,65.87655660896915,-4.663890162670901,9.999666677777408e-5,0.0013812039598680044
Cytokine-cytokine receptor interaction,315.81032669903254,4.419221470596391,9.999666677777408e-5,0.0013812039598680044
Oocyte meiosis,157.48716420280076,4.915685886219487,9.999666677777408e-5,0.0013812039598680044
MicroRNAs in cancer,148.48994683461962,3.8707197916294023,1.6666111129629013e-4,0.0021665944468517717
Parkinson disease,116.30890961809509,-4.077528501758908,2.3332555581480617e-4,0.002864719324170676
Protein processing in endoplasmic reticulum,74.07042156084376,-4.068790555560408,2.666577780740642e-4,0.003101650997598326
Shigellosis,113.13967188286782,-3.9230591107773156,4.333188893703543e-4,0.004788173727542415
Prion diseases,54.14448556973419,4.359581747173168,4.6665111162961235e-4,0.004910947412864015
Systemic lupus erythematosus,53.076928104362665,4.363593498021029,5.333155561481284e-4,0.005357397177669835
Neuroactive ligand-receptor interaction,308.8137131821628,3.424277964724343,7.333088897036765e-4,0.007046141940196196
Alzheimer disease,205.98968231470494,-3.373687735306276,9.333022232592247e-4,0.008594157972512027
Amoebiasis,107.0105664536901,3.5609537449379776,0.001433285557148095,0.012670244325189161
Autophagy - animal,69.45081593808219,-3.315932872764174,0.0014999500016666112,0.012749575014166195
p53 signaling pathway,83.00908325069669,3.4350894225652087,0.0024332522249258357,0.01991662006328184
Chemokine signaling pathway,186.63694184309705,3.0555891151430563,0.0035332155594813507,0.027887165665906377
Thermogenesis,120.05584041476487,-2.987561933774825,0.003899870004333189,0.028990431501745642
PI3K-Akt signaling pathway,325.9188863172747,2.964311139950404,0.003966534448851705,0.028990431501745642
Transcriptional misregulation in cancer,149.32338626626026,2.9895898569196087,0.004066531115629479,0.028990431501745642
RNA degradation,32.02882224165545,-3.1016699455544625,0.004233192226925769,0.029235483817206094
Ribosome biogenesis in eukaryotes,33.07945466507762,-2.8791374115542205,0.00506649778340722,0.03393018212524229
Peroxisome,77.83043124213624,2.8593821398138592,0.005466484450518316,0.035532148928369055
African trypanosomiasis,44.69612420712871,3.0090459881668568,0.007199760007999733,0.04546134176479831
IL-17 signaling pathway,89.26468369315135,2.7756721062167466,0.007599746675110829,0.04665400042220815
Pathways in cancer,467.2333596672356,2.624654152902303,0.00843305223159228,0.050370393058970106
Phagosome,112.57661361133853,2.6083287773311645,0.010066331122295923,0.05854366257966839
GABAergic synapse,83.57776744841948,2.656594381392527,0.010332988900369988,0.05855360376876327
mRNA surveillance pathway,45.842277861489045,-2.590267049324428,0.010832972234258859,0.0598521715942802
Osteoclast differentiation,130.80045501510008,2.552139115613636,0.011866271124295856,0.06331614343013962
Spinocerebellar ataxia,71.13498280978408,-2.540925869864032,0.012032932235592146,0.06331614343013962
Non-alcoholic fatty liver disease,83.99179630858156,-2.4654377864185335,0.015066164461184627,0.0758406537963886
Amphetamine addiction,72.4775254475648,2.4610525931013663,0.015099496683443885,0.0758406537963886
Cell adhesion molecules,112.25811545534272,2.4091604719843267,0.017266091130295657,0.084795691995452
Glioma,82.475124505614815,2.3848087352558327,0.018132728909036364,0.08711593671515296
Mitophagy - animal,35.65227216143108,-2.2243765512029223,0.02683243891870271,0.12616955321347445
Pertussis,79.33551719125802,2.1915174053561874,0.028232392253591546,0.12998663933424442
Morphine addiction,83.26342043310123,2.162411686310529,0.030765641145295158,0.13875932026755572
Progesterone-mediated oocyte maturation,92.50934360622051,2.1388915049846893,0.03273224225859138,0.14415075053053786
Serotonergic synapse,103.9781396368418,2.11512012766892,0.033265557814739506,0.14415075053053786
Salmonella infection,139.55143105425805,-2.0997083046647904,0.03606546448451718,0.15327822405919803
Autophagy - other,12.838463015770817,-2.03846839674745,0.03916536115462818,0.16331216632401563
Basal cell carcinoma,64.18417946767356,2.0311587846430945,0.04069864337855405,0.16407028856613873
Cholesterol metabolism,48.94297651897792,2.0228921460023366,0.04083197226759108,0.16407028856613873
Bladder cancer,43.61633671392336,1.9868578210011798,0.04303189893670211,0.16697221203737653
Gastric cancer,144.63550647834964,2.0043253858155556,0.04306523115896137,0.16697221203737653
cAMP signaling pathway,195.51060721184672,1.9885507876360546,0.044498516716109465,0.16955469300448606
Hepatocellular carcinoma,153.99997095861065,1.9679254297586715,0.048965034498850035,0.18341140041094672
Axon guidance,176.77548988764107,1.9527668711350274,0.04993166894436852,0.18391498061175737
Calcium signaling pathway,176.22356719951733,1.9471861711468323,0.05103163227892404,0.1848850939941346
Arrhythmogenic right ventricular cardiomyopathy,67.11458725000574,1.9262410296849255,0.05319822672577581,0.1896259371999428
SNARE interactions in vesicular transport,14.510864446413759,-1.8821213968569994,0.05466484450518316,0.19176080374040444
Necroptosis,82.16967274568981,-1.8766951579019988,0.05856471450951635,0.20223127979067365
Rheumatoid arthritis,68.346911050553,1.871476132104845,0.05973134228859038,0.2030865637812073
Pathogenic Escherichia coli infection,125.88158904138396,-1.8253548665335824,0.06739775340821973,0.2256803561093418
Ovarian steroidogenesis,47.75156269361091,1.7680408720972351,0.0712309589680344,0.2300672103200425
Dilated cardiomyopathy,80.59911557713127,1.7925383010894826,0.07139762007933069,0.2300672103200425
Hypertrophic cardiomyopathy,75.76587009259228,1.799811745539635,0.07183093896870105,0.2300672103200425
Melanoma,74.26883143310822,1.7658189697530804,0.0739308689710343,0.23341031489426545
