pathNames,totalpDis,totalpDisNorm,ppDis,ppDis.fdr
Sulfur relay system,3.863677199618092,-0.9362370802572556,0.3030696930306969,0.5490032963916722
Asthma,9.6874266383674,-0.31570456630724747,0.7486251374862514,0.8545594935455949
Allograft rejection,10.917444937669682,-0.3219475818355669,0.7414258574142586,0.8545594935455949
Autophagy - other,12.838463015770817,-2.0456191669850656,0.038896110388961104,0.159185933258526
SNARE interactions in vesicular transport,14.510864446413759,-1.8582701873147458,0.056394360563943605,0.19782783626399264
Type I diabetes mellitus,16.302780702360145,0.09441333026970382,0.9188081191880811,0.9533173443219058
Maturity onset diabetes of the young,16.65427565803758,-0.36956890266566417,0.7151284871512849,0.8406563598959252
Autoimmune thyroid disease,17.5674624143564,-1.01213675600557,0.3010698930106989,0.5490032963916722
Circadian rhythm,18.559547988343297,-0.9215313561479092,0.3461653834616538,0.5690180981901809
Hippo signaling pathway - multiple species,19.081765720345427,-0.6086610183546205,0.5383461653834617,0.7330230167167332
Graft-versus-host disease,19.94052394990637,1.5828513707639178,0.09459054094590541,0.26800653268006536
Phototransduction,21.58651504619054,-0.3237716562992522,0.7482251774822518,0.8545594935455949
Renin-angiotensin system,21.64236749687865,1.3666861184143286,0.1603839616038396,0.37707293100477185
Antifolate resistance,23.224209521491446,0.16111574845015514,0.8678132186781322,0.9181684702343164
Vasopressin-regulated water reabsorption,24.77008694750545,-1.3308587224516029,0.1715828417158284,0.39499800019998
Intestinal immune network for IgA production,25.553208256165924,0.3024887062601479,0.7624237576242375,0.8545594935455949
Vibrio cholerae infection,25.643865903231628,-1.7205016741488148,0.0790920907909209,0.24618805725061293
Viral myocarditis,26.287315965581524,-0.4254685018089319,0.676032396760324,0.8247426623457872
Apoptosis - multiple species,27.19159320806002,0.15987464019210826,0.8683131686831317,0.9181684702343164
Notch signaling pathway,29.88610709860753,-1.5364862892021223,0.11478852114788521,0.3131884342429955
Homologous recombination,30.338828764797043,0.29702918524745264,0.76002399760024,0.8545594935455949
Aldosterone-regulated sodium reabsorption,31.028460392638067,0.6822628807951385,0.4914508549145086,0.7052638891954961
RNA degradation,32.02882224165545,-3.084571711742511,0.004399560043995601,0.029463720294637206
Thyroid cancer,32.46773304063651,0.7368521171807398,0.45855414458554145,0.675603106356031
Ribosome biogenesis in eukaryotes,33.07945466507762,-2.908601886273555,0.004299570042995701,0.029463720294637206
Cytosolic DNA-sensing pathway,34.64764849865319,-1.4436931800322952,0.14058594140585942,0.3503368764247171
VEGF signaling pathway,34.99582444237939,-1.451861148395398,0.13958604139586042,0.3503368764247171
Hedgehog signaling pathway,35.0881206803562,-0.4007792272737205,0.682931706829317,0.8247426623457872
Mitophagy - animal,35.65227216143108,-2.20996585625343,0.028897110288971104,0.13033186477270642
Ferroptosis,36.209304612010236,1.3246084871664043,0.1755824417558244,0.4000383466807958
Endocrine and other factor-regulated calcium reabsorption,36.95068005263318,-0.5631445150137797,0.5746425357464253,0.7470352964703529
Antigen processing and presentation,37.38929938775253,0.0767884153807827,0.937006299370063,0.9589626290827137
Carbohydrate digestion and absorption,38.050417307111125,0.9494795914461786,0.34326567343265674,0.5690180981901809
Longevity regulating pathway - multiple species,38.23225527941916,-1.3140712297709924,0.17948205179482052,0.4006619540066195
Inflammatory bowel disease,39.017544051707006,-0.620854942096867,0.5317468253174683,0.7299133440693198
Bacterial invasion of epithelial cells,39.399987622415885,-1.5383406018362735,0.1141885811418858,0.3131884342429955
Legionellosis,41.487451821722914,-0.2660292766381828,0.7917208279172083,0.8661896186618963
Fc epsilon RI signaling pathway,42.04629968241649,-1.032091110438296,0.29947005299470053,0.5490032963916722
Epithelial cell signaling in Helicobacter pylori infection,42.17792097422177,-1.3993645316485965,0.1588841115888411,0.37707293100477185
Acute myeloid leukemia,42.77889616102621,-0.9794769393080945,0.32226777322267774,0.5644506415500182
Type II diabetes mellitus,43.15522344893421,1.2284375230179514,0.20157984201579843,0.4283571642835717
RIG-I-like receptor signaling pathway,43.24824981653289,-1.3076469366247558,0.18598140185981402,0.411018898110189
Renal cell carcinoma,43.53450085385019,-1.1101869253927452,0.25647435256474355,0.5053158400974062
Bladder cancer,43.61633671392336,2.0234001694844355,0.04179582041795821,0.16282582268088983
Adherens junction,43.800241526304426,-1.4462574855579602,0.13928607139286073,0.3503368764247171
Fanconi anemia pathway,43.805063651882094,0.9538992770403024,0.3314668533146685,0.5675732426757324
African trypanosomiasis,44.69612420712871,3.00583353394112,0.005499450054994501,0.03472509891867956
Cocaine addiction,45.25402772621908,0.9012276775602609,0.3604639536046395,0.5690180981901809
mRNA surveillance pathway,45.842277861489045,-2.5519688249095354,0.0131986801319868,0.06945019783735912
Long-term depression,46.61837271853632,0.010787967794423392,0.9907009299070093,0.9952041159520413
Endometrial cancer,47.714367720284145,0.3392158626165858,0.7403259674032596,0.8545594935455949
Ovarian steroidogenesis,47.75156269361091,1.782062651926501,0.06939306069393061,0.22225893352693718
Cholesterol metabolism,48.94297651897792,2.0435148108972307,0.037696230376962306,0.15718616817563527
Regulation of lipolysis in adipocytes,49.48880803078819,0.6605571610310383,0.5006499350064993,0.7096790320967904
Chronic myeloid leukemia,50.19205813728859,-1.075361576228612,0.2773722627737226,0.537712895377129
Cortisol synthesis and secretion,50.766574720794196,0.24180008746791404,0.8077192280771923,0.8793396522416723
Adipocytokine signaling pathway,52.38477736525973,-0.12159906149606609,0.8999100089991001,0.9381137357962318
Longevity regulating pathway,52.78612975978066,-1.6776733145921325,0.08759124087591241,0.25877675390355703
Systemic lupus erythematosus,53.076928104362665,4.394828928169598,5.999400059994001e-4,0.0060266700602667
Taste transduction,53.33145176103465,-0.9595186685669364,0.33836616338366166,0.5690180981901809
Th1 and Th2 cell differentiation,53.816367494732134,-1.2106858587520744,0.22087791220877911,0.46050960941641683
Prion diseases,54.14448556973419,4.354042701010961,4.999500049995e-4,0.0055244475552444754
GnRH secretion,54.85225156789084,1.6507026446523991,0.09399060093990601,0.26800653268006536
Pancreatic cancer,55.21038088085473,-0.588184644900773,0.5574442555744425,0.7333046457259036
Synaptic vesicle cycle,55.43096447318693,0.27290604326645024,0.77992200779922,0.8618138186181381
Thyroid hormone synthesis,56.13266109882756,-0.016083854298936197,0.9883011698830118,0.9952041159520413
Cardiac muscle contraction,56.35440615480166,-0.17584396437675578,0.8612138786121388,0.9181684702343164
Long-term potentiation,57.69854058889814,0.4359660314080958,0.6567343265673433,0.8063238120632382
Renin secretion,57.83997319509151,0.38894113726034396,0.6958304169583042,0.8312352548528931
Non-small cell lung cancer,58.24861621058027,0.7079749296610969,0.47135286471352866,0.6853222572479595
Gastric acid secretion,60.74891087050907,0.4556151733600965,0.650934906509349,0.8036682365283025
GnRH signaling pathway,62.397939668161406,-1.0495829079867018,0.2916708329167083,0.5490032963916722
