pathNames,totalpDis,totalpDisNorm,ppDis,ppDis.fdr
RNA transport,36.103967682612605,-5.901114346784512,1.999960000799984e-5,4.911012890853294e-4
Cytokine-cytokine receptor interaction,254.12946972486387,5.197248528223665,1.999960000799984e-5,4.911012890853294e-4
Viral protein interaction with cytokine and cytokine receptor,112.66874662779757,5.7838620968096315,1.999960000799984e-5,4.911012890853294e-4
Neuroactive ligand-receptor interaction,271.04057980948085,5.911039879358662,1.999960000799984e-5,4.911012890853294e-4
Pancreatic secretion,83.11232277956681,4.7922589116134615,1.999960000799984e-5,4.911012890853294e-4
Bile secretion,91.63337457340943,6.96707797334475,1.999960000799984e-5,4.911012890853294e-4
Amyotrophic lateral sclerosis,126.12995259344277,-4.906052158951502,1.999960000799984e-5,4.911012890853294e-4
Malaria,61.07146522151528,7.2122338670698865,1.999960000799984e-5,4.911012890853294e-4
Staphylococcus aureus infection,84.58780978773241,6.611150919993282,1.999960000799984e-5,4.911012890853294e-4
Chemokine signaling pathway,159.5989391818571,4.530267116482772,5.999880002399952e-5,0.0013259734805303894
Herpes simplex virus 1 infection,189.07190318918117,-4.223469787856281,7.999840003199936e-5,0.001607240582461078
Type I diabetes mellitus,28.032173362108395,4.8822731862077315,2.1999560008799824e-4,0.004051585634953968
mRNA surveillance pathway,24.00452112804316,-4.034986635921551,2.799944001119978e-4,0.004419911601767965
Salivary secretion,79.91594893904642,4.211087314732227,2.999940001199976e-4,0.004419911601767965
Cholesterol metabolism,49.094110877747795,4.276343221516941,3.1999360012799745e-4,0.004419911601767965
Rheumatoid arthritis,65.52749144864192,4.103832163086629,3.1999360012799745e-4,0.004419911601767965
Leishmaniasis,70.51147124247768,4.368168517503802,3.599928001439971e-4,0.0046654622463106294
Ribosome biogenesis in eukaryotes,17.05768082409425,-4.041671694037301,3.7999240015199694e-4,0.0046654622463106294
B cell receptor signaling pathway,75.07528475510445,3.9359582581546873,4.5999080018399634e-4,0.005350419307403326
African trypanosomiasis,40.9727249604838,4.263005287212276,4.99990000199996e-4,0.005524889502209957
Protein processing in endoplasmic reticulum,56.23991725814335,-3.7263066736416004,5.599888002239956e-4,0.005893215469023953
Amoebiasis,84.59055235352875,3.8536653729074666,6.199876002479951e-4,0.006228057257036678
Parkinson disease,89.11069022514715,-3.6332036568180186,6.599868002639947e-4,0.006341612298188818
Serotonergic synapse,90.46308812520192,3.4466819109660274,0.0015599688006239876,0.013429731405371893
Olfactory transduction,158.04319768977106,-3.750312858481521,0.0015599688006239876,0.013429731405371893
IL-17 signaling pathway,73.19782284891163,3.501252544655138,0.0015799684006319874,0.013429731405371893
Transcriptional misregulation in cancer,115.0446640715167,3.151556172950889,0.002119957600847983,0.01735224554768164
PPAR signaling pathway,57.186078946552456,3.2161621202657833,0.002239955200895982,0.01767964640707186
Autophagy - animal,52.26833109531495,-3.2083283886636362,0.00251994960100798,0.01885828950087665
Thermogenesis,86.65512191687954,-3.1434958603173953,0.0025599488010239796,0.01885828950087665
Huntington disease,120.30272481611759,-3.073730371526616,0.0026999460010799785,0.01924800213673146
Graft-versus-host disease,21.601884417723944,3.606464080150323,0.003519929601407972,0.024309513809723807
Cell adhesion molecules,91.51886197120439,3.045921920811609,0.0036599268014639707,0.02451041888253144
Alzheimer disease,159.45233841389393,-2.851860626309715,0.004499910001799964,0.028031544632265253
Shigellosis,95.88289827755635,-2.9424682271191647,0.0046599068018639625,0.028031544632265253
Allograft rejection,19.745592602254273,3.4466171770963037,0.004739905201895962,0.028031544632265253
Endocytosis,94.88988161923729,-2.847732881652008,0.004779904401911962,0.028031544632265253
mTOR signaling pathway,63.625776196918096,-2.915325828673094,0.004819903601927962,0.028031544632265253
Osteoclast differentiation,104.66561708763274,2.9004075941479925,0.005179896402071959,0.02906091878162437
Natural killer cell mediated cytotoxicity,102.48961107458788,2.8725817924849846,0.005259894802103958,0.02906091878162437
NF-kappa B signaling pathway,85.12784808935255,2.874271352073482,0.005899882002359953,0.03180180298833048
Mitophagy - animal,20.77717902349823,-2.9429654098028637,0.006519869602607948,0.03430693290896087
Complement and coagulation cascades,71.55827510910024,2.8154975843195875,0.007019859602807944,0.036078813307454785
Insulin signaling pathway,56.63552751464464,-2.7664490578873706,0.007439851202975941,0.037368343542220066
RNA degradation,24.505052760393642,-2.780821325870015,0.007759844803103938,0.03810946003302156
Thyroid hormone synthesis,59.77943028099737,2.6848130243574273,0.01011979760404792,0.048619027619447606
Oocyte meiosis,50.106296314946306,-2.6147871018269124,0.010719785604287914,0.0504058003946304
Gastric acid secretion,60.24047822788433,2.595102132673214,0.011099778004439911,0.0511052278954421
Systemic lupus erythematosus,33.54441998118607,2.654274448961157,0.0122997540049199,0.05468557295520756
Insulin secretion,67.92135057412284,2.5775467709019058,0.0125397492050159,0.05468557295520756
Cellular senescence,66.92936105915385,-2.5146563934864092,0.0126197476050479,0.05468557295520756
Fanconi anemia pathway,14.956955364945461,-2.5875882599646056,0.012959740805183896,0.05507889842203156
Maturity onset diabetes of the young,24.238440946969007,2.561155327032917,0.01637967240655187,0.06830014343109365
Autophagy - other,7.319819300356168,-2.443373848850129,0.019699606007879844,0.08062246162484159
Cocaine addiction,43.28589749705735,2.371750717364478,0.02009959800803984,0.08076383926866917
RIG-I-like receptor signaling pathway,25.34770910758778,-2.328555033705838,0.020739585208295833,0.08184729162559606
Intestinal immune network for IgA production,28.06158025645467,2.3423396782669856,0.02217955640887182,0.08599442046246794
