pathNames,totalpDis,totalpDisNorm,ppDis,ppDis.fdr
RNA transport,36.103967682612605,-5.888417787070278,9.999000099990002e-5,0.0020088900200889003
Cytokine-cytokine receptor interaction,254.12946972486387,5.149239984945488,9.999000099990002e-5,0.0020088900200889003
Viral protein interaction with cytokine and cytokine receptor,112.66874662779757,5.796913180241741,9.999000099990002e-5,0.0020088900200889003
Neuroactive ligand-receptor interaction,271.04057980948085,5.829906214470016,9.999000099990002e-5,0.0020088900200889003
Pancreatic secretion,83.11232277956681,4.832669774496811,9.999000099990002e-5,0.0020088900200889003
Bile secretion,91.63337457340943,7.009386987420762,9.999000099990002e-5,0.0020088900200889003
Amyotrophic lateral sclerosis,126.12995259344277,-4.821207812660923,9.999000099990002e-5,0.0020088900200889003
Leishmaniasis,70.51147124247768,4.385573369392452,9.999000099990002e-5,0.0020088900200889003
Malaria,61.07146522151528,7.310561594500037,9.999000099990002e-5,0.0020088900200889003
Staphylococcus aureus infection,84.58780978773241,6.578065286490701,9.999000099990002e-5,0.0020088900200889003
Herpes simplex virus 1 infection,189.07190318918117,-4.257569773172625,9.999000099990002e-5,0.0020088900200889003
Chemokine signaling pathway,159.5989391818571,4.51067626081211,1.9998000199980003e-4,0.0036829650368296507
Salivary secretion,79.91594893904642,4.163291934853229,3.9996000399960006e-4,0.0064993500649935
Ribosome biogenesis in eukaryotes,17.05768082409425,-4.03099049210287,4.999500049995e-4,0.0064993500649935
Type I diabetes mellitus,28.032173362108395,4.792619581693899,4.999500049995e-4,0.0064993500649935
Cholesterol metabolism,49.094110877747795,4.233391336820709,4.999500049995e-4,0.0064993500649935
Rheumatoid arthritis,65.52749144864192,4.097679398441332,4.999500049995e-4,0.0064993500649935
Protein processing in endoplasmic reticulum,56.23991725814335,-3.70924761209311,5.999400059994001e-4,0.006978249543466706
Amoebiasis,84.59055235352875,3.8824308502241283,5.999400059994001e-4,0.006978249543466706
African trypanosomiasis,40.9727249604838,4.268410657332664,6.999300069993001e-4,0.007734226577342266
mRNA surveillance pathway,24.00452112804316,-4.041937979434658,7.999200079992001e-4,0.008418205798467773
B cell receptor signaling pathway,75.07528475510445,3.9285097291211915,8.999100089991e-4,0.00904000509040005
Parkinson disease,89.11069022514715,-3.655305701421235,9.99900009999e-4,0.009607734878686044
Serotonergic synapse,90.46308812520192,3.508716358442494,0.0013998600139986002,0.012374762523747626
Olfactory transduction,158.04319768977106,-3.747569605080285,0.0013998600139986002,0.012374762523747626
